Tanggal;IR Med
2022-08-28;9656
2022-08-29;10000
2022-08-30;10000
2022-08-31;10000
2022-09-01;10000
2022-09-02;10000
2022-09-03;10147
2022-09-04;10147
2022-09-05;10147
2022-09-06;10000
2022-09-07;10000
2022-09-08;10000
2022-09-09;10000
2022-09-10;10147
2022-09-11;10147
2022-09-12;10147
2022-09-13;10000
2022-09-14;10147
2022-09-15;10000
2022-09-16;10000
2022-09-17;10147
2022-09-18;10147
2022-09-19;10000
2022-09-20;10000
2022-09-21;10000
2022-09-22;10147
2022-09-23;10147
2022-09-24;10147
2022-09-25;10147
2022-09-26;10500
2022-09-27;10500
2022-09-28;10500
2022-09-29;10500
2022-09-30;10500
2022-10-01;10500
2022-10-02;10500
2022-10-03;10500
2022-10-04;10500
2022-10-05;10500
2022-10-06;10500
2022-10-07;10500
2022-10-08;10500
2022-10-09;10500
2022-10-10;10500
2022-10-11;10500
2022-10-12;10500
2022-10-13;10500
2022-10-14;10500
2022-10-15;10500
2022-10-16;10500
2022-10-17;10500
2022-10-18;10500
2022-10-19;10500
2022-10-20;10500
2022-10-21;10500
2022-10-22;10500
2022-10-23;10500
2022-10-24;10500
2022-10-25;10500
2022-10-26;10500
2022-10-27;10500
2022-10-28;10500
2022-10-29;10500
2022-10-30;10500
2022-10-31;10500
2022-11-01;10500
2022-11-02;10500
2022-11-03;10500
2022-11-04;10500
2022-11-05;10500
2022-11-06;10500
2022-11-07;10500
2022-11-08;10500
2022-11-09;10500
2022-11-10;10500
2022-11-11;10500
2022-11-12;10500
2022-11-13;10500
2022-11-14;10500
2022-11-15;10500
2022-11-16;10500
2022-11-17;10500
2022-11-18;10500
2022-11-19;10500
2022-11-20;10500
2022-11-21;10500
2022-11-22;10500
2022-11-23;10500
2022-11-24;10500
2022-11-25;10500
2022-11-26;10500
2022-11-27;10500
2022-11-28;10500
2022-11-29;10500
2022-11-30;10500
2022-12-01;10500
2022-12-02;10867
2022-12-03;10867
2022-12-04;10867
2022-12-05;10500
2022-12-06;10867
2022-12-07;10500
2022-12-08;10500
2022-12-09;11000
2022-12-10;10867
2022-12-11;10867
2022-12-12;11000
2022-12-13;10867
2022-12-14;11000
2022-12-15;10867
2022-12-16;10867
2022-12-17;10867
2022-12-18;10867
2022-12-19;10867
2022-12-20;11000
2022-12-21;11000
2022-12-22;11000
2022-12-23;10867
2022-12-24;10867
2022-12-25;10867
2022-12-26;11000
2022-12-27;11000
2022-12-28;11000
2022-12-29;11000
2022-12-30;11000
2022-12-31;10867
2023-01-01;11525
2023-01-02;11000
2023-01-03;11000
2023-01-04;11000
2023-01-05;11000
2023-01-06;11000
2023-01-07;11525
2023-01-08;11525
2023-01-09;11500
2023-01-10;11500
2023-01-11;11525
2023-01-12;11500
2023-01-13;11500
2023-01-14;11525
2023-01-15;11525
2023-01-16;11500
2023-01-17;11500
2023-01-18;11500
2023-01-19;11500
2023-01-20;11500
2023-01-21;11525
2023-01-22;11525
2023-01-23;11525
2023-01-24;12000
2023-01-25;12000
2023-01-26;12000
2023-01-27;12000
2023-01-28;11525
2023-01-29;11525
2023-01-30;12000
2023-01-31;12000
2023-02-01;11533
2023-02-02;12000
2023-02-03;11500
2023-02-04;11533
2023-02-05;11533
2023-02-06;11500
2023-02-07;11533
2023-02-08;11533
2023-02-09;11533
2023-02-10;11533
2023-02-11;11533
2023-02-12;11533
2023-02-13;11500
2023-02-14;11533
2023-02-15;11500
2023-02-16;11533
2023-02-17;11533
2023-02-18;11533
2023-02-19;11533
2023-02-20;11533
2023-02-21;11533
2023-02-22;11533
2023-02-23;11533
2023-02-24;11533
2023-02-25;11533
2023-02-26;11533
2023-02-27;11533
2023-02-28;11200
2023-03-01;10967
2023-03-02;11000
2023-03-03;11000
2023-03-04;10967
2023-03-05;10967
2023-03-06;10967
2023-03-07;10967
2023-03-08;10967
2023-03-09;10967
2023-03-10;10967
2023-03-11;10967
2023-03-12;10967
2023-03-13;10933
2023-03-14;10967
2023-03-15;10933
2023-03-16;10933
2023-03-17;10933
2023-03-18;10967
2023-03-19;10967
2023-03-20;10967
2023-03-21;10967
2023-03-22;10967
2023-03-23;10967
2023-03-24;10967
2023-03-25;10967
2023-03-26;10967
2023-03-27;10967
2023-03-28;11000
2023-03-29;11000
2023-03-30;10967
2023-03-31;10967
2023-04-01;11000
2023-04-02;11000
2023-04-03;11000
2023-04-04;11000
2023-04-05;11000
2023-04-06;11000
2023-04-07;11000
2023-04-08;11000
2023-04-09;11000
2023-04-10;11000
2023-04-11;11000
2023-04-12;11000
2023-04-13;11000
2023-04-14;11000
2023-04-15;11000
2023-04-16;11000
2023-04-17;11000
2023-04-18;11000
2023-04-19;11000
2023-04-20;11000
2023-04-21;11000
2023-04-22;11000
2023-04-23;11000
2023-04-24;11000
2023-04-25;11000
2023-04-26;11000
2023-04-27;11000
2023-04-28;11000
2023-04-29;11000
2023-04-30;11000
2023-05-01;11254
2023-05-02;11000
2023-05-03;11000
2023-05-04;11000
2023-05-05;11000
2023-05-06;11254
2023-05-07;11254
2023-05-08;11000
2023-05-09;11000
2023-05-10;11000
2023-05-11;11000
2023-05-12;11000
2023-05-13;11254
2023-05-14;11254
2023-05-15;11333
2023-05-16;11333
2023-05-17;11333
2023-05-18;11254
2023-05-19;11333
2023-05-20;11254
2023-05-21;11254
2023-05-22;11500
2023-05-23;11500
2023-05-24;11500
2023-05-25;11500
2023-05-26;11500
2023-05-27;11254
2023-05-28;11254
2023-05-29;11500
2023-05-30;11500
2023-05-31;11500
2023-06-01;11500
2023-06-02;11500
2023-06-03;11500
2023-06-04;11500
2023-06-05;11500
2023-06-06;11500
2023-06-07;11500
2023-06-08;11500
2023-06-09;11500
2023-06-10;11500
2023-06-11;11500
2023-06-12;11500
2023-06-13;11500
2023-06-14;11500
2023-06-15;11500
2023-06-16;11500
2023-06-17;11500
2023-06-18;11500
2023-06-19;11500
2023-06-20;11500
2023-06-21;11500
2023-06-22;11500
2023-06-23;11500
2023-06-24;11500
2023-06-25;11500
2023-06-26;11500
2023-06-27;11500
2023-06-28;11500
2023-06-29;11500
2023-06-30;11500
